sample_id	reference	material_source_and_purity	synthesis_method	processing_route	sintering_temperature	sintering_duration	dopant_element	dopant_ionic_radius	dopant_valence	dopant_molar_fraction	crystal_phase	operating_temperature	conductivity
360	10.1149/200507.0941PV	Sc2O3 (Stanford Material Corporation, 99.99% purity), ZrO2 (Fluka, 99% purity) ,Y2O3 (Alfa Aesar, 99.9% purity)	固相合成	干压成型	1600	16h	Sc	87	+3	0.11	c	600	0.000261665148589128
361	10.1149/200507.0941PV	Sc2O3 (Stanford Material Corporation, 99.99% purity), ZrO2 (Fluka, 99% purity) ,Y2O3 (Alfa Aesar, 99.9% purity)	固相合成	干压成型	1600	16h	Sc	87	+3	0.11	c	500	1.51210823290058e-05
362	10.1149/200507.0941PV	Sc2O3 (Stanford Material Corporation, 99.99% purity), ZrO2 (Fluka, 99% purity) ,Y2O3 (Alfa Aesar, 99.9% purity)	固相合成	干压成型	1600	16h	Sc	87	+3	0.11	c	400	2.84647166507466e-06
363	10.1149/200507.0941PV	Sc2O3 (Stanford Material Corporation, 99.99% purity), ZrO2 (Fluka, 99% purity) ,Y2O3 (Alfa Aesar, 99.9% purity)	固相合成	干压成型	1600	16h	Sc	87	+3	0.11	c	350	4.96359761616586e-07
364	10.1016/S0167-2738(00)00591-9	/	/	旋涂	1200	""	Y	101.9	+3	0.16	c	600	0.00411183003606635
365	10.1016/S0167-2738(00)00591-9	/	/	旋涂	1200	""	Y	101.9	+3	0.16	c	550	0.0019872178530299
366	10.1016/S0167-2738(00)00591-9	/	/	旋涂	1200	""	Y	101.9	+3	0.16	c	500	0.0006676693968062
367	10.1016/S0167-2738(00)00591-9	/	/	旋涂	1200	""	Y	101.9	+3	0.16	c	450.023175293216	0.000228901649371271
368	10.1016/S0167-2738(00)00591-9	/	/	旋涂	1200	""	Y	101.9	+3	0.16	c	400	6.41235281929745e-05
369	10.1016/S0167-2738(00)00591-9	/	/	旋涂	1200	""	Y	101.9	+3	0.16	c	350.000209826296	1.22382437119632e-05
370	10.1016/S0167-2738(00)00591-9	/	/	旋涂	1200	""	Y	101.9	+3	0.16	c	600	0.0833782287714468
371	10.1016/S0167-2738(00)00591-9	/	/	旋涂	1200	""	Y	101.9	+3	0.16	c	550	0.0402961132020043
372	10.1016/S0167-2738(00)00591-9	/	/	旋涂	1200	""	Y	101.9	+3	0.16	c	500	0.0190854184990157
373	10.1016/S0167-2738(00)00591-9	/	/	旋涂	1200	""	Y	101.9	+3	0.16	c	450	0.00800771802424203
374	10.1016/S0167-2738(00)00591-9	/	/	旋涂	1200	""	Y	101.9	+3	0.16	c	400	0.00274534265689434
375	10.1016/S0167-2738(00)00591-9	/	/	旋涂	1200	""	Y	101.9	+3	0.16	c	349.648634946213	0.000833782094986481
376	10.1016/j.ceramint.2015.12.110	Sc(NO3)3·6H2O, Ce(NO3)3·6H2O和Zr(NO3)3·6H2O	溶胶凝胶法	干压成型	1550	6h	Sc/Ce	87/105.3	+3/+4	10%/1%	c	800	0.147046536751081
377	10.1016/j.ceramint.2015.12.110	Sc(NO3)3·6H2O, Ce(NO3)3·6H2O和Zr(NO3)3·6H2O	溶胶凝胶法	干压成型	1550	6h	Sc/Ce	87/105.3	+3/+4	10%/1%	c	750	0.0926842992321211
378	10.1016/j.ceramint.2015.12.110	Sc(NO3)3·6H2O, Ce(NO3)3·6H2O和Zr(NO3)3·6H2O	溶胶凝胶法	干压成型	1550	6h	Sc/Ce	87/105.3	+3/+4	10%/1%	c	700	0.0542028057203101
379	10.1016/j.ceramint.2015.12.110	Sc(NO3)3·6H2O, Ce(NO3)3·6H2O和Zr(NO3)3·6H2O	溶胶凝胶法	干压成型	1550	6h	Sc/Ce	87/105.3	+3/+4	10%/1%	c	650	0.0302769216230718
380	10.1016/j.ceramint.2015.12.110	Sc(NO3)3·6H2O, Ce(NO3)3·6H2O和Zr(NO3)3·6H2O	溶胶凝胶法	干压成型	1550	6h	Sc/Ce	87/105.3	+3/+4	10%/1%	c	600	0.0155314253496023
381	10.1016/j.ceramint.2015.12.110	Sc(NO3)3·6H2O, Ce(NO3)3·6H2O和Zr(NO3)3·6H2O	溶胶凝胶法	干压成型	1550	6h	Sc/Ce	87/105.3	+3/+4	10%/1%	c	550	0.0075555392687694
382	10.1016/j.ceramint.2015.12.110	Sc(NO3)3·6H2O, Ce(NO3)3·6H2O和Zr(NO3)3·6H2O	溶胶凝胶法	干压成型	1550	6h	Sc/Ce	87/105.3	+3/+4	10%/1%	c	500	0.00326082212207453
383	10.1016/j.ceramint.2015.12.110	Sc(NO3)3·6H2O, Ce(NO3)3·6H2O和Zr(NO3)3·6H2O	溶胶凝胶法	干压成型	1600	6h	Sc/Ce	87/105.3	+3/+4	10%/1%	c	800	0.126545078084437
384	10.1016/j.ceramint.2015.12.110	Sc(NO3)3·6H2O, Ce(NO3)3·6H2O和Zr(NO3)3·6H2O	溶胶凝胶法	干压成型	1600	6h	Sc/Ce	87/105.3	+3/+4	10%/1%	c	750	0.0796068388086791
385	10.1016/j.ceramint.2015.12.110	Sc(NO3)3·6H2O, Ce(NO3)3·6H2O和Zr(NO3)3·6H2O	溶胶凝胶法	干压成型	1600	6h	Sc/Ce	87/105.3	+3/+4	10%/1%	c	700	0.0434687853171944
386	10.1016/j.ceramint.2015.12.110	Sc(NO3)3·6H2O, Ce(NO3)3·6H2O和Zr(NO3)3·6H2O	溶胶凝胶法	干压成型	1600	6h	Sc/Ce	87/105.3	+3/+4	10%/1%	c	650	0.024977104073643
387	10.1016/j.ceramint.2015.12.110	Sc(NO3)3·6H2O, Ce(NO3)3·6H2O和Zr(NO3)3·6H2O	溶胶凝胶法	干压成型	1600	6h	Sc/Ce	87/105.3	+3/+4	10%/1%	c	600	0.0127160550309041
388	10.1016/j.ceramint.2015.12.110	Sc(NO3)3·6H2O, Ce(NO3)3·6H2O和Zr(NO3)3·6H2O	溶胶凝胶法	干压成型	1600	6h	Sc/Ce	87/105.3	+3/+4	10%/1%	c	550	0.00581542391731054
389	10.1016/j.ceramint.2015.12.110	Sc(NO3)3·6H2O, Ce(NO3)3·6H2O和Zr(NO3)3·6H2O	溶胶凝胶法	干压成型	1600	6h	Sc/Ce	87/105.3	+3/+4	10%/1%	c	500	0.00245559857885033
390	10.1016/j.ceramint.2015.12.110	Sc(NO3)3·6H2O, Ce(NO3)3·6H2O和Zr(NO3)3·6H2O	溶胶凝胶法	干压成型	1500	6h	Sc/Ce	87/105.3	+3/+4	10%/1%	c	800	0.11462723843899
391	10.1016/j.ceramint.2015.12.110	Sc(NO3)3·6H2O, Ce(NO3)3·6H2O和Zr(NO3)3·6H2O	溶胶凝胶法	干压成型	1500	6h	Sc/Ce	87/105.3	+3/+4	10%/1%	c	750	0.0687702134237342
392	10.1016/j.ceramint.2015.12.110	Sc(NO3)3·6H2O, Ce(NO3)3·6H2O和Zr(NO3)3·6H2O	溶胶凝胶法	干压成型	1500	6h	Sc/Ce	87/105.3	+3/+4	10%/1%	c	700	0.0394257969708632
393	10.1016/j.ceramint.2015.12.110	Sc(NO3)3·6H2O, Ce(NO3)3·6H2O和Zr(NO3)3·6H2O	溶胶凝胶法	干压成型	1500	6h	Sc/Ce	87/105.3	+3/+4	10%/1%	c	650	0.0234659894486846
394	10.1016/j.ceramint.2015.12.110	Sc(NO3)3·6H2O, Ce(NO3)3·6H2O和Zr(NO3)3·6H2O	溶胶凝胶法	干压成型	1500	6h	Sc/Ce	87/105.3	+3/+4	10%/1%	c	600	0.0105421082549161
395	10.1016/j.ceramint.2015.12.110	Sc(NO3)3·6H2O, Ce(NO3)3·6H2O和Zr(NO3)3·6H2O	溶胶凝胶法	干压成型	1500	6h	Sc/Ce	87/105.3	+3/+4	10%/1%	c	550	0.0047898781381398
396	10.1016/j.ceramint.2015.12.110	Sc(NO3)3·6H2O, Ce(NO3)3·6H2O和Zr(NO3)3·6H2O	溶胶凝胶法	干压成型	1500	6h	Sc/Ce	87/105.3	+3/+4	10%/1%	c	500	0.00202323885325841
397	10.1016/j.ceramint.2015.12.110	Sc(NO3)3·6H2O, Ce(NO3)3·6H2O和Zr(NO3)3·6H2O	溶胶凝胶法	干压成型	1450	6h	Sc/Ce	87/105.3	+3/+4	10%/1%	c	800	0.102732494056136
398	10.1016/j.ceramint.2015.12.110	Sc(NO3)3·6H2O, Ce(NO3)3·6H2O和Zr(NO3)3·6H2O	溶胶凝胶法	干压成型	1450	6h	Sc/Ce	87/105.3	+3/+4	10%/1%	c	750	0.0603696978325793
399	10.1016/j.ceramint.2015.12.110	Sc(NO3)3·6H2O, Ce(NO3)3·6H2O和Zr(NO3)3·6H2O	溶胶凝胶法	干压成型	1450	6h	Sc/Ce	87/105.3	+3/+4	10%/1%	c	700	0.0358227363128967
400	10.1016/j.ceramint.2015.12.110	Sc(NO3)3·6H2O, Ce(NO3)3·6H2O和Zr(NO3)3·6H2O	溶胶凝胶法	干压成型	1450	6h	Sc/Ce	87/105.3	+3/+4	10%/1%	c	650	0.0188252872198444
401	10.1016/j.ceramint.2015.12.110	Sc(NO3)3·6H2O, Ce(NO3)3·6H2O和Zr(NO3)3·6H2O	溶胶凝胶法	干压成型	1450	6h	Sc/Ce	87/105.3	+3/+4	10%/1%	c	600	0.00888108979706909
402	10.1016/j.ceramint.2015.12.110	Sc(NO3)3·6H2O, Ce(NO3)3·6H2O和Zr(NO3)3·6H2O	溶胶凝胶法	干压成型	1450	6h	Sc/Ce	87/105.3	+3/+4	10%/1%	c	550	0.00420415780825104
403	10.1016/j.ceramint.2015.12.110	Sc(NO3)3·6H2O, Ce(NO3)3·6H2O和Zr(NO3)3·6H2O	溶胶凝胶法	干压成型	1450	6h	Sc/Ce	87/105.3	+3/+4	10%/1%	c	500	0.00171557709831313
404	10.1016/j.ceramint.2015.12.110	Sc(NO3)3·6H2O, Ce(NO3)3·6H2O和Zr(NO3)3·6H2O	溶胶凝胶法	干压成型	1400	6h	Sc/Ce	87/105.3	+3/+4	10%/1%	c	800	0.0841764839055481
405	10.1016/j.ceramint.2015.12.110	Sc(NO3)3·6H2O, Ce(NO3)3·6H2O和Zr(NO3)3·6H2O	溶胶凝胶法	干压成型	1400	6h	Sc/Ce	87/105.3	+3/+4	10%/1%	c	750	0.0508471512596896
406	10.1016/j.ceramint.2015.12.110	Sc(NO3)3·6H2O, Ce(NO3)3·6H2O和Zr(NO3)3·6H2O	溶胶凝胶法	干压成型	1400	6h	Sc/Ce	87/105.3	+3/+4	10%/1%	c	700	0.0281503655933812
407	10.1016/j.ceramint.2015.12.110	Sc(NO3)3·6H2O, Ce(NO3)3·6H2O和Zr(NO3)3·6H2O	溶胶凝胶法	干压成型	1400	6h	Sc/Ce	87/105.3	+3/+4	10%/1%	c	650	0.0149934688630913
408	10.1016/j.ceramint.2015.12.110	Sc(NO3)3·6H2O, Ce(NO3)3·6H2O和Zr(NO3)3·6H2O	溶胶凝胶法	干压成型	1400	6h	Sc/Ce	87/105.3	+3/+4	10%/1%	c	600	0.00757598591703821
409	10.1016/j.ceramint.2015.12.110	Sc(NO3)3·6H2O, Ce(NO3)3·6H2O和Zr(NO3)3·6H2O	溶胶凝胶法	干压成型	1400	6h	Sc/Ce	87/105.3	+3/+4	10%/1%	c	550	0.00341738539008116
410	10.1016/j.ceramint.2015.12.110	Sc(NO3)3·6H2O, Ce(NO3)3·6H2O和Zr(NO3)3·6H2O	溶胶凝胶法	干压成型	1400	6h	Sc/Ce	87/105.3	+3/+4	10%/1%	c	500	0.00136676507804893
411	10.1016/0167-2738(95)00044-7	ZrOCl2，Y2O3	共沉淀	干压成型	1500	15h	Yb	98.5	+3	0.08	c	1000.498906595	0.000395678839731561
412	10.1016/0167-2738(95)00044-7	ZrOCl2，Y2O3	共沉淀	干压成型	1500	15h	Yb	98.5	+3	0.08	c	950	0.000353293699337788
413	10.1016/0167-2738(95)00044-7	ZrOCl2，Y2O3	共沉淀	干压成型	1500	15h	Yb	98.5	+3	0.08	c	900	0.000312042603133259
414	10.1016/0167-2738(95)00044-7	ZrOCl2，Y2O3	共沉淀	干压成型	1500	15h	Yb	98.5	+3	0.08	c	850	0.000274939504059872
415	10.1016/0167-2738(95)00044-7	ZrOCl2，Y2O3	共沉淀	干压成型	1500	15h	Yb	98.5	+3	0.08	c	800	0.000243296048396725
416	10.1016/0167-2738(95)00044-7	ZrOCl2，Y2O3	共沉淀	干压成型	1500	15h	Yb	98.5	+3	0.08	c	750	0.000196056844608193
417	10.1016/0167-2738(95)00044-7	ZrOCl2，Y2O3	共沉淀	干压成型	1500	15h	Yb	98.5	+3	0.08	c	700	0.000164736452697231
418	10.1016/0167-2738(95)00044-7	ZrOCl2，Y2O3	共沉淀	干压成型	1500	15h	Yb	98.5	+3	0.08	c	650	0.000132776617316478
419	10.1016/0167-2738(95)00044-7	ZrOCl2，Y2O3	共沉淀	干压成型	1500	15h	Yb	98.5	+3	0.08	c	600	0.000105234573047868
420	10.1016/0167-2738(95)00044-7	ZrOCl2，Y2O3	共沉淀	干压成型	1500	15h	Yb	98.5	+3	0.08	c	550	8.2548893621667e-05
421	10.1016/0167-2738(95)00044-7	ZrOCl2，Y2O3	共沉淀	干压成型	1500	15h	Yb	98.5	+3	0.08	c	500	6.45451237810888e-05
422	10.1016/0167-2738(95)00044-7	ZrOCl2，Y2O3	共沉淀	干压成型	1500	15h	Yb	98.5	+3	0.05	c	1000	0.000348540991347868
423	10.1016/0167-2738(95)00044-7	ZrOCl2，Y2O3	共沉淀	干压成型	1500	15h	Yb	98.5	+3	0.05	c	900	0.000293327993959044
424	10.1016/0167-2738(95)00044-7	ZrOCl2，Y2O3	共沉淀	干压成型	1500	15h	Yb	98.5	+3	0.05	c	850	0.000256882574918739
425	10.1016/0167-2738(95)00044-7	ZrOCl2，Y2O3	共沉淀	干压成型	1500	15h	Yb	98.5	+3	0.05	c	800	0.000221601600050644
426	10.1016/0167-2738(95)00044-7	ZrOCl2，Y2O3	共沉淀	干压成型	1500	15h	Yb	98.5	+3	0.05	c	750	0.000196739003431736
427	10.1016/0167-2738(95)00044-7	ZrOCl2，Y2O3	共沉淀	干压成型	1500	15h	Yb	98.5	+3	0.05	c	700	0.000167456709407429
428	10.1016/0167-2738(95)00044-7	ZrOCl2，Y2O3	共沉淀	干压成型	1500	15h	Yb	98.5	+3	0.05	c	650	0.000139878330073542
429	10.1016/0167-2738(95)00044-7	ZrOCl2，Y2O3	共沉淀	干压成型	1500	15h	Yb	98.5	+3	0.05	c	600	0.000118736650483423
430	10.1016/0167-2738(95)00044-7	ZrOCl2，Y2O3	共沉淀	干压成型	1500	15h	Yb	98.5	+3	0.05	c	550	9.48797756831559e-05
431	10.1016/0167-2738(95)00044-7	ZrOCl2，Y2O3	共沉淀	干压成型	1500	15h	Yb	98.5	+3	0.12	c	1000	0.000282878980630344
432	10.1016/0167-2738(95)00044-7	ZrOCl2，Y2O3	共沉淀	干压成型	1500	15h	Yb	98.5	+3	0.12	c	950	0.000234451082921376
433	10.1016/0167-2738(95)00044-7	ZrOCl2，Y2O3	共沉淀	干压成型	1500	15h	Yb	98.5	+3	0.12	c	900	0.000207522227877293
434	10.1016/0167-2738(95)00044-7	ZrOCl2，Y2O3	共沉淀	干压成型	1500	15h	Yb	98.5	+3	0.12	c	850	0.000179094953020333
435	10.1016/0167-2738(95)00044-7	ZrOCl2，Y2O3	共沉淀	干压成型	1500	15h	Yb	98.5	+3	0.12	c	800	0.000134556784297084
436	10.1016/0167-2738(95)00044-7	ZrOCl2，Y2O3	共沉淀	干压成型	1500	15h	Yb	98.5	+3	0.12	c	750	0.00010971825896178
437	10.1016/0167-2738(95)00044-7	ZrOCl2，Y2O3	共沉淀	干压成型	1500	15h	Yb	98.5	+3	0.12	c	700	9.64089255987272e-05
438	10.1016/0167-2738(95)00044-7	ZrOCl2，Y2O3	共沉淀	干压成型	1500	15h	Yb	98.5	+3	0.12	c	650	8.44116004203593e-05
439	10.1016/0167-2738(95)00044-7	ZrOCl2，Y2O3	共沉淀	干压成型	1500	15h	Yb	98.5	+3	0.12	c	600	6.79567485502349e-05
440	10.1016/0167-2738(95)00044-7	ZrOCl2，Y2O3	共沉淀	干压成型	1500	15h	Yb	98.5	+3	0.12	c	550	4.81962845981269e-05
441	10.1016/0167-2738(95)00044-7	ZrOCl2，Y2O3	共沉淀	干压成型	1500	15h	Yb	98.5	+3	0.12	c	500	4.00879968606614e-05
442	10.1016/0167-2738(95)00044-7	ZrOCl2，Y2O3	共沉淀	干压成型	1500	15h	Yb	98.5	+3	0.03	c	1000	0.000215417589724478
443	10.1016/0167-2738(95)00044-7	ZrOCl2，Y2O3	共沉淀	干压成型	1500	15h	Yb	98.5	+3	0.03	c	950	0.000193745071097953
444	10.1016/0167-2738(95)00044-7	ZrOCl2，Y2O3	共沉淀	干压成型	1500	15h	Yb	98.5	+3	0.03	c	900	0.000164855234285717
445	10.1016/0167-2738(95)00044-7	ZrOCl2，Y2O3	共沉淀	干压成型	1500	15h	Yb	98.5	+3	0.03	c	850	0.000144118784519763
446	10.1016/0167-2738(95)00044-7	ZrOCl2，Y2O3	共沉淀	干压成型	1500	15h	Yb	98.5	+3	0.03	c	800	0.00011886034733618
447	10.1016/0167-2738(95)00044-7	ZrOCl2，Y2O3	共沉淀	干压成型	1500	15h	Yb	98.5	+3	0.03	c	750	9.30252356806316e-05
448	10.1016/0167-2738(95)00044-7	ZrOCl2，Y2O3	共沉淀	干压成型	1500	15h	Yb	98.5	+3	0.03	c	700	7.78707607520657e-05
449	10.1016/0167-2738(95)00044-7	ZrOCl2，Y2O3	共沉淀	干压成型	1500	15h	Yb	98.5	+3	0.03	c	650	6.47983190246856e-05
450	10.1016/0167-2738(95)00044-7	ZrOCl2，Y2O3	共沉淀	干压成型	1500	15h	Yb	98.5	+3	0.03	c	600	5.32345935451563e-05
451	10.1016/0167-2738(95)00044-7	ZrOCl2，Y2O3	共沉淀	干压成型	1500	15h	Yb	98.5	+3	0.03	c	550	4.30853716892685e-05
452	10.1016/0167-2738(95)00044-7	ZrOCl2，Y2O3	共沉淀	干压成型	1500	15h	Yb	98.5	+3	0.03	c	500	3.55921065384427e-05
453	10.1016/0167-2738(95)00044-7	ZrOCl2，Y2O3	共沉淀	干压成型	1500	15h	Yb	98.5	+3	0.03	c	450	2.95801951881073e-05
454	10.1007/s43207-023-00296-3	ZrOCl2，Sc2O3	溶胶凝胶法	等静压成型	1700	12h	Sc	87	+3	0.07	c	1000	0.195961952176871
455	10.1007/s43207-023-00296-3	ZrOCl2，Sc2O3	溶胶凝胶法	等静压成型	1700	12h	Sc	87	+3	0.08	c	1000	0.232008454071759
456	10.1007/s43207-023-00296-3	ZrOCl2，Sc2O3	溶胶凝胶法	等静压成型	1700	12h	Sc	87	+3	0.09	c	1000	0.276902744423172
457	10.1007/s43207-023-00296-3	ZrOCl2，Sc2O3	溶胶凝胶法	等静压成型	1700	12h	Sc	87	+3	0.1	c	1000	0.289027484733643
458	10.1007/s43207-023-00296-3	ZrOCl2，Sc2O3	溶胶凝胶法	等静压成型	1700	12h	Sc	87	+3	0.11	c	1000	0.297875264189742
459	10.1007/s43207-023-00296-3	ZrOCl2，Sc2O3	溶胶凝胶法	等静压成型	1700	12h	Sc	87	+3	0.12	c	1000	0.271331921321231
460	10.1007/s43207-023-00296-3	ZrOCl2，Sc2O3	溶胶凝胶法	等静压成型	1700	12h	Sc	87	+3	0.13	c	1000	0.254291755479949
461	10.1007/s43207-023-00296-3	ZrOCl2，Sc2O3	溶胶凝胶法	等静压成型	1700	12h	Sc	87	+3	0.14	c	1000	0.182198733689321
462	10.1007/s43207-023-00296-3	ZrOCl2，Sc2O3	溶胶凝胶法	等静压成型	1700	12h	Sc	87	+3	0.15	c	1000	0.137959836408825
463	10.1007/s43207-023-00296-3	ZrOCl2，Yb2O3	溶胶凝胶法	等静压成型	1700	12h	Yb	98.5	+3	0.05	c	1000	0.0602959825158292
464	10.1007/s43207-023-00296-3	ZrOCl2，Yb2O3	溶胶凝胶法	等静压成型	1700	12h	Yb	98.5	+3	0.06	c	1000	0.12157506363846
465	10.1007/s43207-023-00296-3	ZrOCl2，Yb2O3	溶胶凝胶法	等静压成型	1700	12h	Yb	98.5	+3	0.07	c	1000	0.120919670567543
466	10.1007/s43207-023-00296-3	ZrOCl2，Yb2O3	溶胶凝胶法	等静压成型	1700	12h	Yb	98.5	+3	0.08	c	1000	0.143530650510339
467	10.1007/s43207-023-00296-3	ZrOCl2，Yb2O3	溶胶凝胶法	等静压成型	1700	12h	Yb	98.5	+3	0.09	c	1000	0.152050742431406
468	10.1007/s43207-023-00296-3	ZrOCl2，Yb2O3	溶胶凝胶法	等静压成型	1700	12h	Yb	98.5	+3	0.1	c	1000	0.13959831008569
469	10.1007/s43207-023-00296-3	ZrOCl2，Yb2O3	溶胶凝胶法	等静压成型	1700	12h	Yb	98.5	+3	0.11	c	1000	0.101585619977625
470	10.1007/s43207-023-00296-3	ZrOCl2，Yb2O3	溶胶凝胶法	等静压成型	1700	12h	Yb	98.5	+3	0.12	c	1000	0.0953594128051945
471	10.1007/s43207-023-00296-3	ZrOCl2，Yb2O3	溶胶凝胶法	等静压成型	1700	12h	Yb	98.5	+3	0.13	c	1000	0.0734038079324622
472	10.1007/s43207-023-00296-3	ZrOCl2，Yb2O3	溶胶凝胶法	等静压成型	1700	12h	Yb	98.5	+3	0.14	c	1000	0.0439112097454646
473	10.1007/s43207-023-00296-3	ZrOCl2，Er2O3	溶胶凝胶法	等静压成型	1700	12h	Er	100.4	+3	0.05	c	1000	0.146152222794007
474	10.1007/s43207-023-00296-3	ZrOCl2，Er2O3	溶胶凝胶法	等静压成型	1700	12h	Er	100.4	+3	0.06	c	1000	0.135665969661042
475	10.1007/s43207-023-00296-3	ZrOCl2，Er2O3	溶胶凝胶法	等静压成型	1700	12h	Er	100.4	+3	0.07	c	1000	0.134027495984176
476	10.1007/s43207-023-00296-3	ZrOCl2，Er2O3	溶胶凝胶法	等静压成型	1700	12h	Er	100.4	+3	0.08	c	1000	0.0947040197342775
477	10.1007/s43207-023-00296-3	ZrOCl2，Er2O3	溶胶凝胶法	等静压成型	1700	12h	Er	100.4	+3	0.09	c	1000	0.11076110496961
478	10.1007/s43207-023-00296-3	ZrOCl2，Er2O3	溶胶凝胶法	等静压成型	1700	12h	Er	100.4	+3	0.1	c	1000	0.0727484148615452
479	10.1007/s43207-023-00296-3	ZrOCl2，Er2O3	溶胶凝胶法	等静压成型	1700	12h	Er	100.4	+3	0.11	c	1000	0.0639006354054459
480	10.1007/s43207-023-00296-3	ZrOCl2，Y2O3	溶胶凝胶法	等静压成型	1700	12h	Y	101.9	+3	0.05	c	1000	0.146152222794007
481	10.1007/s43207-023-00296-3	ZrOCl2，Y2O3	溶胶凝胶法	等静压成型	1700	12h	Y	101.9	+3	0.06	c	1000	0.135665969661042
482	10.1007/s43207-023-00296-3	ZrOCl2，Y2O3	溶胶凝胶法	等静压成型	1700	12h	Y	101.9	+3	0.07	c	1000	0.134027495984176
483	10.1007/s43207-023-00296-3	ZrOCl2，Y2O3	溶胶凝胶法	等静压成型	1700	12h	Y	101.9	+3	0.08	c	1000	0.0947040197342775
484	10.1007/s43207-023-00296-3	ZrOCl2，Y2O3	溶胶凝胶法	等静压成型	1700	12h	Y	101.9	+3	0.09	c	1000	0.11076110496961
485	10.1007/s43207-023-00296-3	ZrOCl2，Y2O3	溶胶凝胶法	等静压成型	1700	12h	Y	101.9	+3	0.1	c	1000	0.0727484148615452
486	10.1007/s43207-023-00296-3	ZrOCl2，Y2O3	溶胶凝胶法	等静压成型	1700	12h	Y	101.9	+3	0.11	c	1000	0.0639006354054459
487	10.1007/s43207-023-00296-3	ZrOCl2，Gd2O3	溶胶凝胶法	等静压成型	1700	12h	Gd	97	+3	0.06	c	1000	0.0186786575190007
488	10.1007/s43207-023-00296-3	ZrOCl2，Gd2O3	溶胶凝胶法	等静压成型	1700	12h	Gd	97	+3	0.07	c	1000	0.0383403776430968
489	10.1007/s43207-023-00296-3	ZrOCl2，Gd2O3	溶胶凝胶法	等静压成型	1700	12h	Gd	97	+3	0.075	c	1000	0.0530866767365957
490	10.1007/s43207-023-00296-3	ZrOCl2，Gd2O3	溶胶凝胶法	等静压成型	1700	12h	Gd	97	+3	0.08	c	1000	0.0865116333490952
491	10.1007/s43207-023-00296-3	ZrOCl2，Gd2O3	溶胶凝胶法	等静压成型	1700	12h	Gd	97	+3	0.09	c	1000	0.0842177666013124
492	10.1007/s43207-023-00296-3	ZrOCl2，Gd2O3	溶胶凝胶法	等静压成型	1700	12h	Gd	97	+3	0.1	c	1000	0.075042281609328
493	10.1007/s43207-023-00296-3	ZrOCl2，Gd2O3	溶胶凝胶法	等静压成型	1700	12h	Gd	97	+3	0.11	c	1000	0.0639006354054459
494	10.1007/s43207-023-00296-3	ZrOCl2，Gd2O3	溶胶凝胶法	等静压成型	1700	12h	Gd	97	+3	0.12	c	1000	0.0593129019098803
495	10.1007/s43207-023-00296-3	ZrOCl2，Gd2O3	溶胶凝胶法	等静压成型	1700	12h	Gd	97	+3	0.13	c	1000	0.0245771771564002
496	10.1007/s43207-023-00296-3	ZrOCl2，Gd2O3	溶胶凝胶法	等静压成型	1700	12h	Gd	97	+3	0.14	c	1000	0.0206448187308983
497	10.1007/s43207-023-00296-3	ZrOCl2，Gd2O3	溶胶凝胶法	等静压成型	1700	12h	Gd	97	+3	0.15	c	1000	0.0154017101652692
498	10.1007/s43207-023-00296-3	ZrOCl2，Dy2O3	溶胶凝胶法	等静压成型	1700	12h	Dy	102.7	+3	0.07	c	1000	0.0943700285911506
499	10.1007/s43207-023-00296-3	ZrOCl2，Dy2O3	溶胶凝胶法	等静压成型	1700	12h	Dy	102.7	+3	0.08	c	1000	0.129171033919975
500	10.1007/s43207-023-00296-3	ZrOCl2，Dy2O3	溶胶凝胶法	等静压成型	1700	12h	Dy	102.7	+3	0.09	c	1000	0.126221796180244
501	10.1007/s43207-023-00296-3	ZrOCl2，Dy2O3	溶胶凝胶法	等静压成型	1700	12h	Dy	102.7	+3	0.1	c	1000	0.110885759933644
502	实验室自行制备	ZrO2，Y2O3	固相合成	流延	1400	10h	Y	101.9	+3	0.08	c	500	0.0003033878638311
503	实验室自行制备	ZrO2，Y2O3	固相合成	流延	1400	10h	Y	101.9	+3	0.08	c	550	0.000778623422405156
504	实验室自行制备	ZrO2，Y2O3	固相合成	流延	1400	10h	Y	101.9	+3	0.08	c	600	0.00178782134043327
505	实验室自行制备	ZrO2，Y2O3	固相合成	流延	1400	10h	Y	101.9	+3	0.08	c	650	0.00372532074657723
506	实验室自行制备	ZrO2，Y2O3	固相合成	流延	1400	10h	Y	101.9	+3	0.08	c	700	0.00674952775714132
507	实验室自行制备	ZrO2，Y2O3	固相合成	流延	1400	10h	Y	101.9	+3	0.08	c	750	0.0112281863623472
508	实验室自行制备	ZrO2，Y2O3	固相合成	流延	1400	10h	Y	101.9	+3	0.08	c	800	0.0171630848681594
509	实验室自行制备	ZrO2，Y2O3	固相合成	流延	1400	10h	Y	101.9	+3	0.08	c	850	0.024271029106488
510	实验室自行制备	ZrO2，Y2O3	固相合成	流延	1400	10h	Y	101.9	+3	0.08	c	500	0.000301484552263778
511	实验室自行制备	ZrO2，Y2O3	固相合成	流延	1400	10h	Y	101.9	+3	0.08	c	550	0.000757991129824073
512	实验室自行制备	ZrO2，Y2O3	固相合成	流延	1400	10h	Y	101.9	+3	0.08	c	600	0.00179315812055396
513	实验室自行制备	ZrO2，Y2O3	固相合成	流延	1400	10h	Y	101.9	+3	0.08	c	650	0.00371380507193557
514	实验室自行制备	ZrO2，Y2O3	固相合成	流延	1400	10h	Y	101.9	+3	0.08	c	700	0.00673062151692524
